,S.N,candidate_name,party_name,EVM Votes,Postal Votes,secured_votes,% of Votes,state_name,constituency_name,constituency_number
6828,16,M. GANESH,P,1996,14,2010,0.14,Telangana,Bhongir,14
6829,17,MALLEBOINA PARAMESH YADAV,I,1895,2,1897,0.14,Telangana,Bhongir,14
6830,18,LINGIDI. VENKATESWARLU,P,1792,-,1792,0.13,Telangana,Bhongir,14
6831,19,V. SADANANDA REDDY,P,1734,3,1737,0.12,Telangana,Bhongir,14
6832,20,DHERAVATH GOPI NAIK,J,1678,4,1682,0.12,Telangana,Bhongir,14
6833,21,PENTA RAMESH,I,1646,1,1647,0.12,Telangana,Bhongir,14
6834,22,RACHA SUBHADRA REDDY,S,1444,21,1465,0.1,Telangana,Bhongir,14
6835,23,VARIKUPPALA. KRISHNA VADDERA,I,1361,5,1366,0.1,Telangana,Bhongir,14
6836,24,BASHABOINA LAKSHMAIAH,I,1319,1,1320,0.09,Telangana,Bhongir,14
6837,25,NUNE VENKAT SWAMY,I,919,4,923,0.07,Telangana,Bhongir,14
6838,26,NARRI. SWAMY KURUMA,I,897,1,898,0.06,Telangana,Bhongir,14
6839,27,JANGA. SUJATHANAVEEN REDDY,I,847,-,847,0.06,Telangana,Bhongir,14
6840,28,ERRA SURYAM,V,777,1,778,0.06,Telangana,Bhongir,14
6841,29,"KONGARI, MALLAIAH",I,631,2,633,0.05,Telangana,Bhongir,14
6842,30,DR : MORIGADI KRISHNA,I,616,1,617,0.04,Telangana,Bhongir,14
6843,31,KANDE. RAMARAJU,I,577,2,579,0.04,Telangana,Bhongir,14
6844,32,KOTHOJU SRINIVASU,N,567,2,569,0.04,Telangana,Bhongir,14
6845,33,AMIREDDY KIRAN REDDY,I,540,1,541,0.04,Telangana,Bhongir,14
6846,34,CHANDU NAYAK MEGAVATH,I,501,1,502,0.04,Telangana,Bhongir,14
6847,35,KADIRE KIRAN KUMAR,B,476,2,478,0.03,Telangana,Bhongir,14
6848,36,KARUNAKAR REDDY NALLA,J,446,1,447,0.03,Telangana,Bhongir,14
6849,37,KANDADI. MANIPAL REDDY,T,432,1,433,0.03,Telangana,Bhongir,14
6850,38,UDARI MALLESH,I,404,2,406,0.03,Telangana,Bhongir,14
6851,39,ANIL KUMAR GADEPAKA,I,390,3,393,0.03,Telangana,Bhongir,14
6852,40,NOTA,N,4571,75,4646,0.33,Telangana,Bhongir,14
6853,1,KONDA VISHWESHWAR REDDY,B,798517,11365,809882,48.34,Telangana,Chevella,10
6854,2,DR GADDAM RANJITH REDDY,I,630861,6124,636985,38.02,Telangana,Chevella,10
6855,3,KASANI GYANESHWAR KASANI,B,177540,1428,178968,10.68,Telangana,Chevella,10
6856,4,RAMULU BINGI,Y,4281,3,4284,0.26,Telangana,Chevella,10
6857,5,KONDA VISHVESHWAR REDDY,A,3736,12,3748,0.22,Telangana,Chevella,10
6858,6,SRIDEVI M,A,2684,4,2688,0.16,Telangana,Chevella,10
6859,7,MOHAMMED SALEEM,R,2372,1,2373,0.14,Telangana,Chevella,10
6860,8,SAHITHI DASARI,I,1924,14,1938,0.12,Telangana,Chevella,10
6861,9,RANJIT REDDY GADE,R,1693,5,1698,0.1,Telangana,Chevella,10
6862,10,MOHD SHAKEEL,D,1646,1,1647,0.1,Telangana,Chevella,10
6863,11,THOTLA RAGHAVENDER MUDIRAJ,D,1599,49,1648,0.1,Telangana,Chevella,10
6864,12,JANAPALA DURGA PRASAD,I,1516,1,1517,0.09,Telangana,Chevella,10
6865,13,JALEEL AHMED,I,1508,2,1510,0.09,Telangana,Chevella,10
6866,14,B V RAMESH NAIDU,S,1494,1,1495,0.09,Telangana,Chevella,10
6867,15,PHANI PRASAD KATAKAM,S,1425,1,1426,0.09,Telangana,Chevella,10
6868,16,SUGURU SRINIVAS,J,1385,1,1386,0.08,Telangana,Chevella,10
6869,17,G MALLESHAM GOUD,I,1239,1,1240,0.07,Telangana,Chevella,10
6870,18,KATHULA YADAIAH,I,1155,-,1155,0.07,Telangana,Chevella,10
6871,19,DURGA PRASAD T,P,1134,5,1139,0.07,Telangana,Chevella,10
6872,20,V PANDU,I,1070,5,1075,0.06,Telangana,Chevella,10
6873,21,SANEM RAJU GOUD,P,970,1,971,0.06,Telangana,Chevella,10
6874,22,GONE SRINIVAS REDDY,I,752,-,752,0.04,Telangana,Chevella,10
6875,23,GOVIND LAL,I,661,-,661,0.04,Telangana,Chevella,10
6876,24,MOHAMMED ABDUL QAVI ABBASI,A,635,-,635,0.04,Telangana,Chevella,10
6877,25,MOHAMMAD PASHA,I,628,-,628,0.04,Telangana,Chevella,10
6878,26,P GOVIND,B,600,11,611,0.04,Telangana,Chevella,10
6879,27,EESARI SURYAPRAKASH REDDY,I,581,2,583,0.03,Telangana,Chevella,10
6880,28,SUDHAKAR VANAM,M,578,3,581,0.03,Telangana,Chevella,10
6881,29,NARASIMHA REDDY DYAPA,T,524,1,525,0.03,Telangana,Chevella,10
6882,30,MOHAMMED IQBAL,I,493,1,494,0.03,Telangana,Chevella,10
6883,31,VISHWAKARMA SAPTHAGIRI,I,489,-,489,0.03,Telangana,Chevella,10
6884,32,ANKAGALA PRAVEEN KUMAR,I,487,1,488,0.03,Telangana,Chevella,10
6885,33,ANJANEYULU NEERATI,I,446,3,449,0.03,Telangana,Chevella,10
6886,34,KANDIKEKAR SRINIVAS,I,445,1,446,0.03,Telangana,Chevella,10
6887,35,CHINTALAGARI VENKAT SWAMY,B,431,5,436,0.03,Telangana,Chevella,10
6888,36,PALAMAKULA MADHU,I,428,2,430,0.03,Telangana,Chevella,10
6889,37,KAVALI SUKUMAR,I,392,5,397,0.02,Telangana,Chevella,10
6890,38,SERUBAI VASANTH KUMAR,R,311,1,312,0.02,Telangana,Chevella,10
6891,39,MOHAMMED MUSTAFA RIZWAN,I,300,1,301,0.02,Telangana,Chevella,10
6892,40,MOHAMMAD RIAZUR REHMAN SHAIK,I,283,2,285,0.02,Telangana,Chevella,10
6893,41,MOHAMMED ALI,I,247,1,248,0.01,Telangana,Chevella,10
6894,42,AMIR SAJID,I,226,2,228,0.01,Telangana,Chevella,10
6895,43,MOHAMMED AFSAR QUDOOS,I,179,-,179,0.01,Telangana,Chevella,10
6896,44,NOTA,N,6313,110,6423,0.38,Telangana,Chevella,10
6897,1,ASADUDDIN OWAISI,A,659278,2703,661981,61.28,Telangana,Hyderabad,9
6898,2,MADHAVI LATHA KOMPELLA,B,320481,3413,323894,29.98,Telangana,Hyderabad,9
6899,3,MOHAMMED WALIULLAH SAMEER,I,62497,465,62962,5.83,Telangana,Hyderabad,9
6900,4,SRINIVAS YADAV GADDAM,B,18498,143,18641,1.73,Telangana,Hyderabad,9
6901,5,MEKALA RAGHUMA REDDY,Y,2231,1,2232,0.21,Telangana,Hyderabad,9
6902,6,DR.J.PADMAJA,V,899,1,900,0.08,Telangana,Hyderabad,9
6903,7,K.S.KRISHNA,B,763,6,769,0.07,Telangana,Hyderabad,9
6904,8,RAMESH KUMAR MATANGI,S,663,-,663,0.06,Telangana,Hyderabad,9
6905,9,KRANTHI KUMAR BANDELA,I,561,1,562,0.05,Telangana,Hyderabad,9
6906,10,M.JOHNSON,A,515,-,515,0.05,Telangana,Hyderabad,9
6907,11,JAMEEL SAYED,A,492,-,492,0.05,Telangana,Hyderabad,9
6908,12,ASHOK KUMAR MAMBA,M,422,1,423,0.04,Telangana,Hyderabad,9
6909,13,DR.LUBNA SARWATH,V,410,1,411,0.04,Telangana,Hyderabad,9
6910,14,SARAF TULASI GUPTA,P,281,-,281,0.03,Telangana,Hyderabad,9
6911,15,V.SHANKER,Y,275,1,276,0.03,Telangana,Hyderabad,9
6912,16,GADDAM HARISH GOUD,D,269,2,271,0.03,Telangana,Hyderabad,9
6913,17,SYED ANWAR,I,251,-,251,0.02,Telangana,Hyderabad,9
6914,18,KHAJA MOINUDDIN,A,233,1,234,0.02,Telangana,Hyderabad,9
6915,19,AMJAD KHAN,I,195,1,196,0.02,Telangana,Hyderabad,9
6916,20,AMBI HANUMANTH RAO,S,161,1,162,0.01,Telangana,Hyderabad,9
6917,21,SHAIK BASHA,D,153,-,153,0.01,Telangana,Hyderabad,9
6918,22,M.K.AHMED,I,149,-,149,0.01,Telangana,Hyderabad,9
6919,23,SALVERU RAMESH,I,141,-,141,0.01,Telangana,Hyderabad,9
6920,24,L.ASHOKNATH,T,141,-,141,0.01,Telangana,Hyderabad,9
6921,25,J.SHYAMSUNDER RAO,I,138,-,138,0.01,Telangana,Hyderabad,9
6922,26,ANDE USHA KANNA,B,133,-,133,0.01,Telangana,Hyderabad,9
6923,27,SATTI SHABABU REDDY,I,123,-,123,0.01,Telangana,Hyderabad,9
6924,28,ANIL SEN,I,111,-,111,0.01,Telangana,Hyderabad,9
6925,29,CHAITANYA KUMAR REDDY PELLAKURU,I,110,-,110,0.01,Telangana,Hyderabad,9
6926,30,SILIVERU NARESH,T,103,-,103,0.01,Telangana,Hyderabad,9
6927,31,NOTA,N,2867,39,2906,0.27,Telangana,Hyderabad,9
6928,1,BANDI SANJAY KUMAR,B,578827,6289,585116,44.57,Telangana,Karimnagar,3
6929,2,VELCHALA RAJENDER RAO,I,357446,2461,359907,27.41,Telangana,Karimnagar,3
6930,3,VINOD KUMAR BOIANAPALLI,B,280867,1296,282163,21.49,Telangana,Karimnagar,3
6931,4,ABBADI BUCHI REDDY,I,11602,10,11612,0.88,Telangana,Karimnagar,3
6932,5,ARUNA THALLAPALLY,A,9043,21,9064,0.69,Telangana,Karimnagar,3
6933,6,KOTA SHYAM KUMAR,I,8744,12,8756,0.67,Telangana,Karimnagar,3
6934,7,ANOSE KATKOORI,I,8699,7,8706,0.66,Telangana,Karimnagar,3
6935,8,MAREPALLI MOGILAIAH,B,8010,99,8109,0.62,Telangana,Karimnagar,3
6936,9,RAJENDER POTHURI,I,3250,7,3257,0.25,Telangana,Karimnagar,3
6937,10,SRAVAN PEDDAPELLY,B,3068,6,3074,0.23,Telangana,Karimnagar,3
6938,11,GADDA SATHISH,I,2936,9,2945,0.22,Telangana,Karimnagar,3
6939,12,ANILREDDY KADTHALA,N,2747,7,2754,0.21,Telangana,Karimnagar,3
6940,13,CHILUVERU SRIKANTH,D,2553,33,2586,0.2,Telangana,Karimnagar,3
6941,14,AKSHAY KUMAR MEKALA,I,2219,5,2224,0.17,Telangana,Karimnagar,3
6942,15,JOURNALIST VIKRAM REDDY VEMULAA,I,2090,6,2096,0.16,Telangana,Karimnagar,3
6943,16,ASHOK PANCHIKA,S,1914,10,1924,0.15,Telangana,Karimnagar,3
6944,17,GAVVALA LAXMI,I,1738,6,1744,0.13,Telangana,Karimnagar,3
6945,18,GATTAIAH YADAV BARIGE,I,1688,6,1694,0.13,Telangana,Karimnagar,3
6946,19,RANAPRATAP GATTU,S,1606,7,1613,0.12,Telangana,Karimnagar,3
6947,20,GUDISHE MOHAN,I,1471,3,1474,0.11,Telangana,Karimnagar,3
6948,21,MANASA PERALA,I,1106,19,1125,0.09,Telangana,Karimnagar,3
6949,22,PODISHETTI SAMMAIAH,B,994,-,994,0.08,Telangana,Karimnagar,3
6950,23,VENKATANARSAIAH DYAGALA @ DEGALA,I,926,2,928,0.07,Telangana,Karimnagar,3
6951,24,SHIVARATRI SRINIVAS,I,887,2,889,0.07,Telangana,Karimnagar,3
6952,25,CHINTHA ANILKUMAR,P,823,7,830,0.06,Telangana,Karimnagar,3
6953,26,CHEEKOTI VARUN KUMAR GUPTA,T,783,7,790,0.06,Telangana,Karimnagar,3
6954,27,RAPOLE RAMKUMAR BHARADWAJ,I,572,3,575,0.04,Telangana,Karimnagar,3
6955,28,DEVUNOORI SRINIVASU,I,465,-,465,0.04,Telangana,Karimnagar,3
6956,29,NOTA,N,5373,65,5438,0.41,Telangana,Karimnagar,3
6957,1,RAMASAHAYAM RAGHURAM REDDY,I,759603,7326,766929,61.29,Telangana,Khammam,17
6958,2,NAMA NAGESWARA RAO,B,297592,1490,299082,23.9,Telangana,Khammam,17
6959,3,VINOD RAO TANDRA,B,117075,1561,118636,9.48,Telangana,Khammam,17
6960,4,VASAM RAMAKRISHNA DORA,I,6200,15,6215,0.5,Telangana,Khammam,17
6961,5,ULLENGALA YADAGIRI,I,6063,1,6064,0.48,Telangana,Khammam,17
6962,6,ADVOCATE YERRA KAAMESH,B,6030,71,6101,0.49,Telangana,Khammam,17
6963,7,KUKKALA NAGAIAH,A,5724,19,5743,0.46,Telangana,Khammam,17
6964,8,KATUKOJWALA NAGESWAR RAO,I,4111,3,4114,0.33,Telangana,Khammam,17
6965,9,CHILAKABATHINI STALIN,I,3112,1,3113,0.25,Telangana,Khammam,17
6966,10,SHAIK BAJI BABA,I,2422,2,2424,0.19,Telangana,Khammam,17
6967,11,KASIMALLA NAGESWARA RAO,I,2232,5,2237,0.18,Telangana,Khammam,17
6968,12,BANDARU NAGARAJU,I,2122,-,2122,0.17,Telangana,Khammam,17
6969,13,SHAIK KHALEEL PASHA,I,2023,5,2028,0.16,Telangana,Khammam,17
6970,14,EDURUGATLA CHITTI MALLU,I,1848,6,1854,0.15,Telangana,Khammam,17
6971,15,GANGIREDDY KOTI REDDY,I,1789,1,1790,0.14,Telangana,Khammam,17
6972,16,SHAIK SIRAJUDDIN,I,1661,2,1663,0.13,Telangana,Khammam,17
6973,17,SHAIK AJJULU,I,1342,-,1342,0.11,Telangana,Khammam,17
6974,18,KOPPULA SRINIVASA RAO,J,1271,2,1273,0.1,Telangana,Khammam,17
6975,19,MADDISETTY YERRAPPA @ AJAY,I,1043,10,1053,0.08,Telangana,Khammam,17
6976,20,SHAIK MOHMED RASOOL,I,1021,1,1022,0.08,Telangana,Khammam,17
6977,21,LINGALA RAVI KUMAR,I,1017,1,1018,0.08,Telangana,Khammam,17
6978,22,AVUTAPALLI RAMBABU,I,948,2,950,0.08,Telangana,Khammam,17
6979,23,TEJAVATH JOGRAM NAIK,I,914,5,919,0.07,Telangana,Khammam,17
6980,24,ANWAR RAICE,S,754,-,754,0.06,Telangana,Khammam,17
6981,25,ANANDA PRASAD KASINA,P,714,4,718,0.06,Telangana,Khammam,17
6982,26,LINGAIAH DANDA,I,693,7,700,0.06,Telangana,Khammam,17
6983,27,ANIL KUMAR MADDINENI,I,689,4,693,0.06,Telangana,Khammam,17
6984,28,PAPETLA RAMAMURTHY,S,659,2,661,0.05,Telangana,Khammam,17
6985,29,ANTHONI SURESH,B,607,9,616,0.05,Telangana,Khammam,17
6986,30,M. RAVI CHANDAR CHOWHAN,I,597,4,601,0.05,Telangana,Khammam,17
6987,31,THAMBALLA RAVI,I,503,5,508,0.04,Telangana,Khammam,17
6988,32,BHATTU SRINIVAS,J,472,4,476,0.04,Telangana,Khammam,17
6989,33,NAGESWARA RAO LAKAVATH,I,363,5,368,0.03,Telangana,Khammam,17
6990,34,MALAMPATI SURYANARAYANA,I,362,1,363,0.03,Telangana,Khammam,17
6991,35,MUTYAM ARJUNA RAJU,I,349,2,351,0.03,Telangana,Khammam,17
6992,36,NOTA,N,6657,125,6782,0.54,Telangana,Khammam,17
6993,1,BALRAM NAIK PORIKA,I,608505,4269,612774,55.27,Telangana,Mahabubabad,16
6994,2,KAVITHA MALOTH,B,262416,1193,263609,23.77,Telangana,Mahabubabad,16
6995,3,PROFESSOR. AZMEERA SEETARAM NAIK,B,108775,1669,110444,9.96,Telangana,Mahabubabad,16
6996,4,ARUN KUMAR MYPATHI,A,38252,884,39136,3.53,Telangana,Mahabubabad,16
6997,5,RAGHU VARMA JATOTHU,A,11879,14,11893,1.07,Telangana,Mahabubabad,16
6998,6,DURGA PALVANCHA,I,10112,7,10119,0.91,Telangana,Mahabubabad,16
6999,7,KONETI SUJATHA,B,8058,35,8093,0.73,Telangana,Mahabubabad,16
7000,8,ANIL KUMAR BODA,I,6419,12,6431,0.58,Telangana,Mahabubabad,16
7001,9,CHANDA LINGAIAH,I,5075,25,5100,0.46,Telangana,Mahabubabad,16
7002,10,MOKALLA MURALIKRISHNA,I,4056,6,4062,0.37,Telangana,Mahabubabad,16
7003,11,SOYAM KANNA RAJU,G,3727,28,3755,0.34,Telangana,Mahabubabad,16
7004,12,BANOTH PREM NAYAK [BPN],I,3707,5,3712,0.33,Telangana,Mahabubabad,16
7005,13,PAYAM.SINGARAJU,I,3192,4,3196,0.29,Telangana,Mahabubabad,16
7006,14,PADIGA YARRAIAH,I,2873,14,2887,0.26,Telangana,Mahabubabad,16
7007,15,DV NAIK,I,2780,1,2781,0.25,Telangana,Mahabubabad,16
7008,16,GUGULOTH SHEKAR NAIK,I,2533,9,2542,0.23,Telangana,Mahabubabad,16
7009,17,RAVVA. BHADRAMMA,D,2234,10,2244,0.2,Telangana,Mahabubabad,16
7010,18,SODE VENKATESWARLU,G,2154,18,2172,0.2,Telangana,Mahabubabad,16
7011,19,BANOTH LINGYA NAIK,I,1712,3,1715,0.15,Telangana,Mahabubabad,16
7012,20,BODA PRASHANTH,I,1588,2,1590,0.14,Telangana,Mahabubabad,16
7013,21,BURKA KRISHNAVENI,S,1438,10,1448,0.13,Telangana,Mahabubabad,16
7014,22,BANOTHU LINGANNA,B,1367,-,1367,0.12,Telangana,Mahabubabad,16
7015,23,VANKUDOTHU RAVI KUMAR (RAVANNA),T,1117,8,1125,0.1,Telangana,Mahabubabad,16
7016,24,NOTA,N,6511,80,6591,0.59,Telangana,Mahabubabad,16
7017,1,ARUNA. D. K,B,506747,4000,510747,41.66,Telangana,Mahbubnagar,11
7018,2,CHALLA VAMSHI CHAND REDDY,I,503111,3136,506247,41.29,Telangana,Mahbubnagar,11
7019,3,MANNE SRINIVAS REDDY,B,154296,496,154792,12.62,Telangana,Mahbubnagar,11
7020,4,VENKATESWARLU TALLADA,A,6375,4,6379,0.52,Telangana,Mahbubnagar,11
7021,5,KINNERA YADAGIRI,I,4470,-,4470,0.36,Telangana,Mahbubnagar,11
7022,6,KURA VENKATAIAH,I,4248,1,4249,0.35,Telangana,Mahbubnagar,11
7023,7,HARINDER REDDY MALLELA,I,3814,1,3815,0.31,Telangana,Mahbubnagar,11
7024,8,KARUKONDA SRINIVAS YADAV,I,3450,1,3451,0.28,Telangana,Mahbubnagar,11
7025,9,HANUMESH,I,3225,-,3225,0.26,Telangana,Mahbubnagar,11
7026,10,MOHD ALAUDDIN,B,3056,21,3077,0.25,Telangana,Mahbubnagar,11
7027,11,GOVINDAMMA,I,2748,-,2748,0.22,Telangana,Mahbubnagar,11
7028,12,GANTLAVELLI RAKESH,D,2600,18,2618,0.21,Telangana,Mahbubnagar,11
7029,13,UMASHANKAR NEMMIKANTI,I,2214,-,2214,0.18,Telangana,Mahbubnagar,11
7030,14,DINESH,I,1726,1,1727,0.14,Telangana,Mahbubnagar,11
7031,15,ANDHARI ANJAIAH,I,1669,6,1675,0.14,Telangana,Mahbubnagar,11
7032,16,SANGEPAGA SAROJANAMMA,I,1563,2,1565,0.13,Telangana,Mahbubnagar,11
7033,17,B. RAVINDER,S,1082,3,1085,0.09,Telangana,Mahbubnagar,11
7034,18,K. UDAY TEJ NAIK,I,1027,-,1027,0.08,Telangana,Mahbubnagar,11
7035,19,MARLA ANJANEYULU,J,1019,1,1020,0.08,Telangana,Mahbubnagar,11
7036,20,NADIMINTI SRINIVASULU,I,983,2,985,0.08,Telangana,Mahbubnagar,11
7037,21,M. NAVEEN REDDY,I,951,1,952,0.08,Telangana,Mahbubnagar,11
7038,22,VIJAYA,I,592,4,596,0.05,Telangana,Mahbubnagar,11
7039,23,ANEESUR RAHMAN,B,503,-,503,0.04,Telangana,Mahbubnagar,11
7040,24,A. SRINIVASULU,I,437,1,438,0.04,Telangana,Mahbubnagar,11
7041,25,KADINTI SHANKAR REDDY,V,427,5,432,0.04,Telangana,Mahbubnagar,11
7042,26,NARESH REDDY,T,420,-,420,0.03,Telangana,Mahbubnagar,11
7043,27,VENKATA RAMANA,I,352,1,353,0.03,Telangana,Mahbubnagar,11
7044,28,BANDA SATYANARAYANA,I,263,1,264,0.02,Telangana,Mahbubnagar,11
7045,29,PULLANGARI SANDEEP KUMAR REDDY,I,261,1,262,0.02,Telangana,Mahbubnagar,11
7046,30,VISHNU VARDHAN REDDY THAPALAKINDHI,I,227,2,229,0.02,Telangana,Mahbubnagar,11
7047,31,MUDAVATH BALARAJU NAIK,I,181,2,183,0.01,Telangana,Mahbubnagar,11
7048,32,NOTA,N,4286,44,4330,0.35,Telangana,Mahbubnagar,11
7049,1,EATALA RAJENDER,B,980712,10330,991042,51.25,Telangana,Malkajgiri,7
7050,2,PATNAM SUNEETHA MAHENDER REDDY,I,593337,6230,599567,31,Telangana,Malkajgiri,7
7051,3,RAGIDI LAXMA REDDY,B,298697,1789,300486,15.54,Telangana,Malkajgiri,7
7052,4,THALLADA VENKATESWARLU,I,6784,16,6800,0.35,Telangana,Malkajgiri,7
7053,5,ANITHA REDDY SHEELAM,B,4718,61,4779,0.25,Telangana,Malkajgiri,7
7054,6,VAISHNAVI PRASAD,I,1894,18,1912,0.1,Telangana,Malkajgiri,7
7055,7,PAREE (PESARIKAYALA PAREEKSHITH REDDY),I,1831,4,1835,0.09,Telangana,Malkajgiri,7
7056,8,DONTHULA BIKSHAPATHI,I,1813,8,1821,0.09,Telangana,Malkajgiri,7
7057,9,BHARATHA SUDARSHAN,I,1639,4,1643,0.08,Telangana,Malkajgiri,7
7058,10,APPARAO KONDA,R,1157,5,1162,0.06,Telangana,Malkajgiri,7
7059,11,MOUTAM SAMPATH,I,1135,2,1137,0.06,Telangana,Malkajgiri,7
7060,12,RAJESH MISHRA,I,1110,-,1110,0.06,Telangana,Malkajgiri,7
7061,13,BANJAPALLY SUDHA RANI,I,1064,5,1069,0.06,Telangana,Malkajgiri,7
7062,14,CHIRIPI REDDY RAMESH,I,986,1,987,0.05,Telangana,Malkajgiri,7
7063,15,PEDDAPALLI SANDEEP,B,930,3,933,0.05,Telangana,Malkajgiri,7
7064,16,BOIN DURGA PRASAD YADAV,D,778,11,789,0.04,Telangana,Malkajgiri,7
7065,17,CHAMAKURA RAJAIAH ALIAS PIDIKILI RAJU,S,722,1,723,0.04,Telangana,Malkajgiri,7
7066,18,NARRA SUKHENDER REDDY,V,690,4,694,0.04,Telangana,Malkajgiri,7
7067,19,KANTE SAYANNA,I,539,-,539,0.03,Telangana,Malkajgiri,7
7068,20,JUVVA PHANI KUMAR CHOWDARY,J,505,3,508,0.03,Telangana,Malkajgiri,7
7069,21,YADISHWAR NAKKA,T,492,2,494,0.03,Telangana,Malkajgiri,7
7070,22,R. SUBENDER SINGH,I,446,1,447,0.02,Telangana,Malkajgiri,7
7071,23,NOTA,N,13206,160,13366,0.69,Telangana,Malkajgiri,7
7072,1,MADHAVANENI RAGHUNANDAN RAO,B,463777,7440,471217,33.99,Telangana,Medak,6
7073,2,NEELAM MADHU,I,427899,4179,432078,31.17,Telangana,Medak,6
7074,3,P. VENKATRAMA REDDY,B,395250,1540,396790,28.62,Telangana,Medak,6
7075,4,NANDA KISHORE TALLADA,A,17191,25,17216,1.24,Telangana,Medak,6
7076,5,SARA YADAGIRI GOUD,P,11056,4,11060,0.8,Telangana,Medak,6
7077,6,BODAPATLA ESHWAR,B,7423,40,7463,0.54,Telangana,Medak,6
7078,7,DUBALA SRI SAILAM,I,5161,5,5166,0.37,Telangana,Medak,6
7079,8,ADLA KUMAR,I,5113,3,5116,0.37,Telangana,Medak,6
7080,9,BANDAPALLY SRINIVAS,S,2366,-,2366,0.17,Telangana,Medak,6
7081,10,ANIL GOUD,B,2128,4,2132,0.15,Telangana,Medak,6
7082,11,ABHILASH CHELIMELA,I,2031,-,2031,0.15,Telangana,Medak,6
7083,12,ATI ANJANEYULU,I,2029,9,2038,0.15,Telangana,Medak,6
7084,13,MAISANGARI SUNIL,I,2009,2,2011,0.15,Telangana,Medak,6
7085,14,PRADEEP,I,2006,4,2010,0.14,Telangana,Medak,6
7086,15,INDRAGOUD SILIVERI,N,1773,1,1774,0.13,Telangana,Medak,6
7087,16,NAGAMANI ACHA,I,1538,2,1540,0.11,Telangana,Medak,6
7088,17,A. KRANTHI KUMAR,I,1465,2,1467,0.11,Telangana,Medak,6
7089,18,MAREPALLY LAXMINARAYANA,I,1411,3,1414,0.1,Telangana,Medak,6
7090,19,BALESH UPPARI,I,1390,3,1393,0.1,Telangana,Medak,6
7091,20,VENKATESH BEJUGAM,I,1263,1,1264,0.09,Telangana,Medak,6
7092,21,BOMMALA VIJAY KUMAR,I,1194,2,1196,0.09,Telangana,Medak,6
7093,22,ANNELA LAXMAN,D,1143,9,1152,0.08,Telangana,Medak,6
7094,23,ABHILASH SHIRNA,I,923,1,924,0.07,Telangana,Medak,6
7095,24,DODLA VENKAT,T,915,2,917,0.07,Telangana,Medak,6
7096,25,ABISHEK GOUD THABETI,J,792,5,797,0.06,Telangana,Medak,6
7097,26,MEDI SRINIVAS REDDI,I,791,2,793,0.06,Telangana,Medak,6
7098,27,VUTLA RAMESH,I,778,-,778,0.06,Telangana,Medak,6
7099,28,D. NARAHARI,I,674,1,675,0.05,Telangana,Medak,6
7100,29,GOLLAPALLY SAYA GOUD,P,656,2,658,0.05,Telangana,Medak,6
7101,30,SATYANARAYANA GOUD KOVURI,I,607,-,607,0.04,Telangana,Medak,6
7102,31,DASARI BHANUCHANDER,I,573,2,575,0.04,Telangana,Medak,6
7103,32,DADIGE RAJENDAR,I,556,3,559,0.04,Telangana,Medak,6
7104,33,C.H. NAVEEN KUMAR,I,529,2,531,0.04,Telangana,Medak,6
7105,34,KONDI ASHOK,I,509,-,509,0.04,Telangana,Medak,6
7106,35,URELLI YELLAIAH,V,492,2,494,0.04,Telangana,Medak,6
7107,36,GONDHI BHUJANGAMU,I,430,1,431,0.03,Telangana,Medak,6
7108,37,MOHD AZHER,I,414,2,416,0.03,Telangana,Medak,6
7109,38,S RAJESH SAGAR,I,348,-,348,0.03,Telangana,Medak,6
7110,39,KASOJU SRIKANTH,I,344,-,344,0.02,Telangana,Medak,6
7111,40,K. LAXMINARAYANA,I,317,-,317,0.02,Telangana,Medak,6
7112,41,KOLKUR PRATAP,I,292,1,293,0.02,Telangana,Medak,6
7113,42,GADILA ANJANEYULU,I,289,1,290,0.02,Telangana,Medak,6
7114,43,GOUTI MALLESH,I,247,1,248,0.02,Telangana,Medak,6
7115,44,K.RAGHU,I,222,2,224,0.02,Telangana,Medak,6
7116,45,NOTA,N,4582,35,4617,0.33,Telangana,Medak,6
7117,1,DR.MALLU RAVI,I,459259,5813,465072,38.14,Telangana,Nagarkurnool,12
7118,2,BHARATH PRASAD POTHUGANTI,B,364898,5760,370658,30.4,Telangana,Nagarkurnool,12
7119,3,DR.R.S.PRAVEEN KUMAR,B,319216,2127,321343,26.36,Telangana,Nagarkurnool,12
7120,4,AMBOJU RAVI,A,12544,10,12554,1.03,Telangana,Nagarkurnool,12
7121,5,BESAMOLLA YOSEF,B,7138,80,7218,0.59,Telangana,Nagarkurnool,12
7122,6,PILLELA SRIKANTH,I,6403,1,6404,0.53,Telangana,Nagarkurnool,12
7123,7,BUDDHULA SRINIVAS,I,4358,3,4361,0.36,Telangana,Nagarkurnool,12
7124,8,PALADHI NAGARAJU,I,4056,2,4058,0.33,Telangana,Nagarkurnool,12
7125,9,AMARNATH,I,3703,6,3709,0.3,Telangana,Nagarkurnool,12
7126,10,PULJALA BALAIAH,I,3582,2,3584,0.29,Telangana,Nagarkurnool,12
7127,11,GALIMUDI GEETHA,I,3145,2,3147,0.26,Telangana,Nagarkurnool,12
7128,12,KARNE. SHIREESHA @ BARRELAKKA,I,3037,50,3087,0.25,Telangana,Nagarkurnool,12
7129,13,PAKIRA RAMULU,I,2833,6,2839,0.23,Telangana,Nagarkurnool,12
